Competiton;City;Year;Day #;Race #;Distance;Gender (race);Solo/ Relay;Repechage;Race type;Heat #;# of skaters;Penalty;First name;Last name;Gender (fallen);Helmet #;Country;Fall / Out of track;Lap #;Turn #;Place of fall;Solo/ Group;Reason of fall;First impact;Second impact;Mattress impact;Head impact;Timing video;Impact speed mean;Impact speed m1;Impact speed m2;Impact speed m3;Not displayed;Comments
World Cup;Pekin;2021;4;185;2000m;Mixed;Relay;Yes;Heats;3;4;No;Konstantin;Ivliev;Man;12;Russia;Fall;15;2;End of turn;Solo;Sliding;Knee;Hip;Yes;None;01:25:38;#DIV/0!;;;;;
World Cup;Montreal;2023;1;40;500m;Men;Solo;No;Preliminaries;5;5;Yes;Takumi;Wada;Man;;Japan;Fall;;1;Turn;Group;Opponent contact;Hip + elbow;None;Yes;Indirect impact;;#DIV/0!;;;;;cam L 36
World Cup;Montreal;2023;1;44;500m;Men;Solo;No;Preliminaries;9;;Yes;;;Man;;Belgium;Fall;;1;Start;;;;;Yes;None;;#DIV/0!;;;;;cam L 40
World Cup;Montreal;2023;1;45;500m;Men;Solo;No;Preliminaries;10;;No;;;Man;;Belgium;Fall;;1;Start;;;Hip;None;Yes;None;;#DIV/0!;;;;;cam L 41
World Cup;Montreal;2023;1;46;500m;Men;Solo;No;Preliminaries;11;;No;;;Man;;Belgium;Fall;;1;Start;;;;;Yes;None;;#DIV/0!;;;;;cam L 42
World Cup;Montreal;2023;1;80;3000m;Women;Relay;No;Quarterfinals;2;4;Yes;No data;No data;Woman;;Korea;Fall;;2;Turn entrance;;;;;Yes;None;;#DIV/0!;;;;;cam L 85
World Cup;Montreal;2023;1;80;3000m;Women;Relay;No;Quarterfinals;3;4;Yes;No data;No data;Woman;;USA;Fall;;2;Turn entrance;Group;Opponent fall;Hip;None;Yes;;;#DIV/0!;;;;;cam L 85
World Cup;Montreal;2023;1;83;5000m;Men;Relay;No;Quarterfinals;2;4;No;No data;No data;Man;;The Netherlands;Fall;;2;Turn;Solo;Sliding;Hip;None;Yes;None;;#DIV/0!;;;;;cam L 88
World Cup;Montreal;2023;1;1;1000m;Women;Solo;No;Heats;1;5;Yes;Whimin;seo;Woman;;Korea;Fall;;;Turn;Group;Opponent contact;Hip;None;Yes;None;;#DIV/0!;;;;;/
World Cup;Montreal;2023;1;2;1000m;Women;Solo;No;Heats;2;5;No;Myroslava;Seliukova;Woman;;Ukraine;Fall;;;End of turn;Group;Blocked/pushed;Hip + elbow;None;Yes;No data;;#DIV/0!;;;;;/
World Cup;Montreal;2023;1;7;1000m;Women;Solo;No;Heats;7;5;No;Aurelie;Leveque;Woman;;France;Fall;;1;Turn;Solo;Sliding;Butt;None;Yes;Direct impact;;#DIV/0!;;;;;Cam J 3
World Cup;Montreal;2023;1;11;1000m;Men;Solo;No;Heats;4;6;No;Matthias;Wolfgang;Man;;Austria;Fall;;1;Turn;Solo;Sliding;Hip + elbow;None;Yes;None;;#DIV/0!;;;;;Cam J 7
World Cup;Montreal;2023;1;14;1000m;Men;Solo;No;Heats;7;6;No;Ward;Petre;Man;;Belgium;Fall;;1;End of turn;Solo;Sliding;Hip;Butt;Yes;Direct impact;;#DIV/0!;;;;;Cam J 10
World Cup;Montreal;2023;1;19;1500m;Women;Solo;No;Quarterfinals;3;5;Yes;Mirei;Nakashima;Woman;;Japan;Fall;;2;Turn;Group;Opponent contact;Butt;None;Yes;None;;#DIV/0!;;;;;J 16
World Cup;Montreal;2023;1;33;2000m;Mixed;Relay;No;Quarterfinals;2;4;No;No data;No data;Man;;France;Fall;;1;Turn;Group;Opponent contact;Butt;None;Yes;None;;#DIV/0!;;;;;J 30
World Cup;Montreal;2023;1;34;2000m;Mixed;Relay;No;Quarterfinals;3;4;No;No data;No data;Man;;Kazakhstan;Fall;;1;End of turn;Solo;Sliding;Butt;None;Yes;Direct impact;;#DIV/0!;;;;;J 31
World Cup;Montreal;2023;1;34;2000m;Mixed;Relay;No;Quarterfinals;3;4;No;No data;No data;Man;;Croatia;Fall;;1;Turn entrance;No data;No data;No data;No data;Yes;No data;;#DIV/0!;;;;;J 31
World Cup;Montreal;2023;1;40;500m;Men;Solo;No;Preliminaries;5;;Yes;;;Man;;USA;Fall;;2;Start;Group;Opponent contact;Butt;None;Yes;Indirect impact;;#DIV/0!;;;;;J 39
World Cup;Montreal;2023;1;;500m;Women;Solo;No;Preliminaries;1;;No;;;Woman;;Kazakhstan;Fall;;2;Turn;Group;Opponent contact;Butt;None;Yes;Direct impact;;#DIV/0!;;;;;J49
World Cup;Montreal;2023;1;;500m;Women;Solo;No;Preliminaries;5;;No;;;Woman;;USA;Fall;;2;Turn entrance;;;;;Yes;Direct impact;;#DIV/0!;;;;;J53
World Cup;Montreal;2023;1;;500m;Women;Solo;No;Preliminaries;6;;Yes;;;Woman;;Japan;Fall;;2;End of turn;Group;Opponent contact;Hip;Elbow;Yes;None;;#DIV/0!;;;;;J54
World Cup;Montreal;2023;1;55;500m;Men;Solo;No;Heats;1;5;No;Itzhak;de Laat;Man;;The Netherlands;Fall;;2;End of turn;;;Butt;None;Yes;None;;#DIV/0!;;;;;J56
World Cup;Montreal;2023;1;56;500m;Men;Solo;No;Heats;2;5;No;Marcus;Howard;Man;;USA;Fall;;2;Turn;Group;Opponent fall;Flank;None;Yes;Direct impact;;#DIV/0!;;;;;J57
World Cup;Montreal;2023;1;56;500m;Men;Solo;No;Heats;2;5;No;Yanghun Ben;Jung;Man;;Germany;Fall;;2;Turn;Group;Opponent contact;Hip;None;Yes;None;;#DIV/0!;;;;;J57
World Cup;Montreal;2023;1;56;500m;Men;Solo;No;Heats;2;5;Yes;Michal;Niewinski;Man;;Poland;Fall;;2;End of turn;Solo;Sliding;Hip + elbow;None;Yes;None;;#DIV/0!;;;;;J58
World Cup;Montreal;2023;1;65;1000m;Women;Solo;No;Heats;4;5;No;Gabriela;Topolska;Woman;;Poland;Fall;;1;End of turn;Solo;Sliding;Butt;None;Yes;Indirect impact;;#DIV/0!;;;;;J67
World Cup;Montreal;2023;1;65;1000m;Women;Solo;No;Heats;4;5;No;Diana Laura;Vegi;Woman;;Hungary;Fall;;1;Turn entrance;Solo;Sliding;Butt;Elbow;Yes;None;;#DIV/0!;;;;;J67
World Cup;Montreal;2023;1;67;1000m;Women;Solo;No;Heats;6;5;No;Petra;Vankova;Woman;;Czech Republic;Fall;;1;Turn entrance;;;;;Yes;;;#DIV/0!;;;;;J69
World Cup;Montreal;2023;1;67;1000m;Women;Solo;No;Heats;6;5;No;Mirei;Nakashima;Woman;;Japan;Fall;;1;Turn entrance;;;;;Yes;;;#DIV/0!;;;;;J69
World Cup;Montreal;2023;1;70;1000m;Men;Solo;No;Heats;1;6;No;Friso;Emons;Man;;The Netherlands;Fall;;1;Start;Group;Opponent contact;Butt;None;Yes;None;;#DIV/0!;;;;;J72
World Cup;Montreal;2023;1;78;1000m;Men;Solo;No;Heats;9;6;Yes;Long;Sun;Man;;China;Fall;;1;Turn entrance;Group;;;;Yes;None;;#DIV/0!;;;;;J81
World Cup;Montreal;2023;1;78;1000m;Men;Solo;No;Heats;9;6;Yes;Adil;Galiakhmetov;Man;;Kazakhstan;Fall;;1;Turn entrance;Group;;;;Yes;Direct impact;;#DIV/0!;;;;;J81
World Cup;Montreal;2023;1;78;1000m;Men;Solo;No;Heats;9;6;Yes;Niall;Treacy;Man;;UK;Fall;;1;Turn entrance;Group;;;;Yes;Direct impact;;56,32;57,31;54,36;57,28;;J81
World Cup;Montreal;2023;1;78;1000m;Men;Solo;No;Heats;9;6;No;Balazs;Bontovics;Man;;Hungary;Fall;;1;End of turn;Solo;Sliding;Hip + elbow;None;Yes;None;;#DIV/0!;;;;;J81
World Cup;Montreal;2023;1;80;3000m;Women;Relay;No;Quarterfinals;2;4;Yes;No data;No data;Woman;;Italy;Fall;;1;Turn;Group;Opponent contact;Hip;None;Yes;None;;#DIV/0!;;;;;J83
World Cup;Montreal;2023;1;82;5000m;Men;Relay;No;Quarterfinals;1;4;No;No data;No data;Man;;Germany;Fall;;1;Turn;Solo;Sliding;Butt;None;Yes;Indirect impact;;#DIV/0!;;;;;J85
World Cup;Montreal;2023;1;14;1000m;Men;Solo;No;Heats;7;6;No;Ward;Petre;Man;;Belgium;Fall;;1;End of turn;Solo;Stumbles;Butt;None;Yes;Direct impact;;#DIV/0!;;;;;/
World Cup;Montreal;2023;1;17;1500m;Women;Solo;No;Quarterfinals;1;5;No;Rikki;Doak;Woman;;Canada;Fall;;1;End of turn;Group;Opponent contact;Butt;None;Yes;None;;#DIV/0!;;;;;L11
World Cup;Montreal;2023;1;18;1500m;Women;Solo;No;Quarterfinals;2;5;No;Cloe;Ollivier;Woman;;France;Fall;;1;Straight line;Group;Skates contact;;;Yes;;;#DIV/0!;;;;;L12
World Cup;Montreal;2023;1;18;1500m;Women;Solo;No;Quarterfinals;2;5;No;Diana Laura;Vegi;Woman;;Hungary;Fall;;1;End of turn;Solo;Stumbles;Knee;Hip;Yes;Indirect impact;;#DIV/0!;;;;;L12
World Cup;Montreal;2023;1;26;1500m;Men;Solo;No;Quarterfinals;3;7;Yes;Tristan;Navarro;Man;;France;Fall;;1;End of turn;Group;Opponent contact;Hip;None;Yes;Indirect impact;;#DIV/0!;;;;;L20
World Cup;Montreal;2023;1;28;1500m;Men;Solo;No;Quarterfinals;5;7;No;Tymofii;Khokhelko;Man;;Ukraine;Fall;;1;End of turn;Solo;Skate stuck in the ice;Hand + knee;Hip;Yes;Indirect impact;;#DIV/0!;;;;;L22
World Cup;Montreal;2023;1;31;1500m;Men;Solo;No;Quarterfinals;8;7;No;Maxime;Laoun;Man;;Canada;Fall;;None;End of turn;Solo;Stumbles;Butt;None;Yes;None;;#DIV/0!;;;;;/
World Cup;Montreal;2023;1;38;500m;Men;Solo;No;Preliminaries;3;5;No;Maxim;Maximov;Man;;Bulgaria;Fall;;1;End of turn;;;;;Yes;;;#DIV/0!;;;;;/
World Cup;Montreal;2023;1;39;500m;Men;Solo;No;Preliminaries;4;5;No;Seung-Min;Kwon;Man;;USA;Fall;;None;Start;Solo;Skate stuck in the ice;Knee;Hip;No;None;;#DIV/0!;;;;;L34
World Cup;Montreal;2023;1;45;500m;Men;Solo;No;Preliminaries;10;5;Yes;;;Man;;UK;Fall;;None;Start;;;;;No;;;#DIV/0!;;;;;/
World Cup;Montreal;2023;1;45;500m;Men;Solo;No;Preliminaries;10;;No;;;Man;;Germany;Fall;;None;Straight line;;;;;Yes;;;#DIV/0!;;;;;/
World Cup;Montreal;2023;1;46;500m;Men;Solo;No;Preliminaries;11;;No;;;Man;;Korea;Fall;;None;Start;;;;;No;;;#DIV/0!;;;;;/
World Cup;Montreal;2023;1;;500m;Women;Solo;No;Preliminaries;4;;No;;;Woman;;Ukraine;Fall;;None;Start;;;;;No;;;#DIV/0!;;;;;/
World Cup;Montreal;2023;1;58;500m;Men;Solo;No;Heats;4;5;Yes;Brendan;Corey;Man;;Australia;Fall;;1;End of turn;Solo;Cone;hip;None;Yes;Indirect impact;;#DIV/0!;;;;;L61
World Cup;Montreal;2023;1;59;500m;Men;Solo;No;Heats;5;5;No;Maxime;Laoun;Man;;Canada;Fall;;None;Straight line;;;;;No;;;#DIV/0!;;;;;/
World Cup;Montreal;2023;1;70;1000m;Men;Solo;No;Heats;1;6;Yes;Peter;Jaszapati;Man;;Hungary;Fall;;None;Straight line;;;;;Yes;;;#DIV/0!;;;;;/
World Cup;Montreal;2023;1;72;1000m;Men;Solo;No;Heats;3;6;No;Roberts;Kruzbergs;Man;;Latvia;Fall;;None;Straight line;Solo;Cone;Hip;None;Yes;Direct impact;;#DIV/0!;;;;;L77
World Cup;Montreal;2023;1;74;1000m;Men;Solo;No;Heats;5;6;No;Lorenzo;Previtali;Man;;Italy;Fall;;;End of turn;Group;Opponent contact;Hip;None;Yes;Indirect impact;;#DIV/0!;;;;;L79
World Cup;Montreal;2023;1;77;1000m;Men;Solo;No;Heats;8;5;No;Neithan;Thomas;Man;;Poland;Fall;;None;Straight line;;;;;Yes;;;#DIV/0!;;;;;/
World Cup;Montreal;2023;1;82;5000m;Men;Relay;No;Quarterfinals;1;5;No;No data;No data;Man;;Turkiye;Fall;;None;Straight line;;;;;Yes;;;#DIV/0!;;;;;/
World Cup;Montreal;2023;1;85;5000m;Men;Relay;No;Quarterfinals;4;4;No;No data;No data;Man;;UK;Fall;;2;Turn entrance;;;;;Yes;;;#DIV/0!;;;;;L90
World Cup;Montreal;2023;2;;1000m;Women;Solo;Yes;Quarterfinals;1;5;No;Kseniya;Adamenko;Woman;;Ukraine;Fall;;2;End of turn;Solo;Cone;Butt;None;Yes;None;;#DIV/0!;;;;;L91
World Cup;Montreal;2023;2;89;1000m;Men;Solo;Yes;Quarterfinals;1;5;No;Ivan;Donchev;Man;;Bulgaria;Fall;;2;End of turn;Solo;Sliding;Hip + elbow;None;Yes;Direct impact;;#DIV/0!;;;;;L94
World Cup;Montreal;2023;2;89;1000m;Men;Solo;Yes;Quarterfinals;1;5;No;Takumi;Wada;Man;;Japan;Fall;;None;End of turn;Group;Opponent fall;Butt;None;Yes;None;;#DIV/0!;;;;;L94
World Cup;Montreal;2023;2;90;1000m;Men;Solo;Yes;Quarterfinals;2;5;No;Lorenzo;Previtali;Man;;Italy;Fall;;2;End of turn;Solo;Sliding;Hip;None;Yes;Indirect impact;;#DIV/0!;;;;;L95
World Cup;Montreal;2023;2;91;1000m;Men;Solo;Yes;Quarterfinals;3;5;Yes;Tsz Fung;Kwok;Man;;Hong Kong;Fall;;2;End of turn;Solo;Sliding;Hip + elbow;None;Yes;Indirect impact;;#DIV/0!;;;;;L96
World Cup;Montreal;2023;2;94;1000m;Men;Solo;Yes;Quarterfinals;6;5;Yes;Danylo;Fedorenko;Man;;Ukraine;Fall;;2;End of turn;Group;Blocked/pushed;Butt;None;Yes;Direct impact;;#DIV/0!;;;;;L99
World Cup;Montreal;2023;2;94;1000m;Men;Solo;Yes;Quarterfinals;6;5;Yes;Warre;Van Damme;Man;;Belgium;Fall;;2;End of turn;Group;Opponent fall;Butt;Back;Yes;Indirect impact;;#DIV/0!;;;;;L99
World Cup;Montreal;2023;2;;1500m;Women;Solo;Yes;Quarterfinals;2;5;No;Ching Yan;Lam;Woman;;Hong Kong;Fall;;1;Turn;Group;Opponent contact;Hip;None;Yes;None;;#DIV/0!;;;;;L102
World Cup;Montreal;2023;2;107;1500m;Women;Solo;Yes;Semifinals;1;7;No;Petra;Vankova;Woman;;Czech Republic;Fall;;1;Turn entrance;Group;Opponent contact;Hand + knee;Hip;Yes;Indirect impact;;#DIV/0!;;;;;L114
World Cup;Montreal;2023;2;108;1500m;Men;Solo;Yes;Semifinals;1;7;Yes;Luca;Spechenhauser;Man;;Italy;Fall;;1;Turn;Group;Opponent contact;Hip;None;Yes;None;;#DIV/0!;;;;;L115
World Cup;Montreal;2023;2;108;1500m;Men;Solo;Yes;Semifinals;1;7;Yes;Denis;Nikisha;Man;;Kazakhstan;Fall;;1;Turn;Group;Opponent fall;Hip;None;Yes;Direct impact;;#DIV/0!;;;;;L115
World Cup;Montreal;2023;2;108;1500m;Men;Solo;Yes;Semifinals;1;7;Yes;Jordan;Pierre-Gilles;Man;;Canada;Fall;;1;Turn;Group;Opponent contact;Butt;None;Yes;Indirect impact;;39,17;38,16;37,98;41,36;;L115
World Cup;Montreal;2023;2;109;1500m;Men;Solo;Yes;Semifinals;2;7;No;Zhanshuo;Lou;Man;;Hong Kong;Fall;;1;Turn;Solo;Sliding;Hip;None;Yes;Indirect impact;;#DIV/0!;;;;;L116
World Cup;Montreal;2023;2;116;1000m;Men;Solo;No;Quarterfinals;1;5;Yes;Jens;van T'Wout;Man;;The Netherlands;Fall;;2;End of turn;Group;Skates contact;Hip;None;Yes;None;;#DIV/0!;;;;;L123
World Cup;Montreal;2023;2;117;1000m;Men;Solo;No;Quarterfinals;2;6;Yes;Quentin;Fercoq;Man;;France;Fall;;2;Turn;Group;Opponent fall;Hip;None;Yes;Indirect impact;;#DIV/0!;;;;;L124
World Cup;Montreal;2023;2;117;1000m;Men;Solo;No;Quarterfinals;2;6;Yes;Long;Sun;Man;;China;Fall;;2;Turn;Solo;Sliding;Hip;None;Yes;Direct impact;;#DIV/0!;;;;;L124
World Cup;Montreal;2023;2;117;1000m;Men;Solo;No;Quarterfinals;2;6;Yes;Yui;Matsubayashi;Man;;Japan;Fall;;2;Straight line;Group;Skates contact;Hip;None;Yes;Indirect impact;;#DIV/0!;;;;;/
World Cup;Montreal;2023;2;117;1000m;Men;Solo;No;Quarterfinals;2;6;Yes;Oleh;Handei;Man;;Ukraine;Fall;;2;Straight line;Group;Skates contact;Hip + elbow;Abdomen;Yes;None;;#DIV/0!;;;;;L124
World Cup;Montreal;2023;2;123;1500m;Men;Solo;No;Semifinals;1;7;No;Marcus;Howard;Man;;USA;Fall;;1;End of turn;Solo;Sliding;Hip;None;Yes;Direct impact;;#DIV/0!;;;;;L130
World Cup;Montreal;2023;2;124;1500m;Men;Solo;No;Semifinals;2;7;No;Sungwoo;Jang;Man;;Korea;Fall;;1;End of turn;Solo;Sliding;Hip;Knee;Yes;Indirect impact;;#DIV/0!;;;;;L131
World Cup;Montreal;2023;2;133;1500m;Men;Solo;No;Final A;None;7;No;Felix;Roussel;Man;;Canada;Fall;;1;Turn;Solo;Sliding;Hip;None;Yes;None;;#DIV/0!;;;;;L140
World Cup;Montreal;2023;2;133;1500m;Men;Solo;No;Final A;None;7;No;Kazuki;Yoshinaga;Man;;Japan;Fall;;1;Turn;Solo;Sliding;Hip + elbow;None;Yes;Direct impact;;#DIV/0!;;;;;L140
World Cup;Montreal;2023;2;135;1000m;Women;Solo;No;Final A;None;5;Yes;Soyoun;Lee;Woman;;Korea;Fall;;2;Turn entrance;Group;Opponent fall;Hip;None;Yes;Direct impact;;#DIV/0!;;;;;L143
World Cup;Montreal;2023;2;135;1000m;Women;Solo;No;Final A;None;5;Yes;Whimin;Seo;Woman;;Korea;Fall;;2;Turn entrance;Group;Opponent fall;Hip;None;Yes;Direct impact;;#DIV/0!;;;;;L143
World Cup;Montreal;2023;2;135;1000m;Women;Solo;No;Final A;None;5;Yes;Kamila;Stormowska;Woman;;Poland;Fall;;2;Turn entrance;Group;Skates contact;Butt;Elbow;Yes;None;;#DIV/0!;;;;;L143
World Cup;Montreal;2023;2;135;1000m;Women;Solo;No;Final A;None;5;Yes;Xandra;Velzeboer;Woman;;The Netherlands;Fall;;2;Turn entrance;Group;Skates contact;Butt;None;Yes;None;;#DIV/0!;;;;;L143
World Cup;Montreal;2023;2;99;1500m;Men;Solo;Yes;Quarterfinals;2;6;No;Tobias;Wolf;Man;;Austria;Fall;;2;Turn entrance;Group;Opponent fall;Head;Back;Yes;Direct impact;;#DIV/0!;;;;;J102 Violent. Patin adverse dans tete
World Cup;Montreal;2023;2;99;1500m;Men;Solo;Yes;Quarterfinals;2;6;No;Clemens;Pfropper;Man;;Germany;Fall;;2;Turn entrance;Group;Opponent fall;Butt;None;Yes;None;;#DIV/0!;;;;;J102
World Cup;Montreal;2023;2;99;1500m;Men;Solo;Yes;Quarterfinals;2;6;No;Nico;Andermann;Man;60;Austria;Fall;;2;Turn entrance;Group;Opponent contact;Elbow;Abdomen;Yes;None;;#DIV/0!;;;;;J102
World Cup;Montreal;2023;2;111;2000m;Mixed;Relay;No;Semifinals;2;4;No;Felix;Roussel;Man;;Canada;Fall;;1;End of turn;Solo;Sliding;Hip + elbow;None;Yes;Indirect impact;;#DIV/0!;;;;;J115
World Cup;Montreal;2023;2;124;1500m;Men;Solo;No;Semifinals;2;7;No;Felix;Pigeon;Man;;Poland;Fall;;2;Turn;Solo;Cone;Hip;None;Yes;Indirect impact;;#DIV/0!;;;;;J128
World Cup;Montreal;2023;2;125;1500m;Men;Solo;No;Semifinals;3;8;No;Dan;Iwasa;Man;;Japan;Fall;;2;End of turn;Solo;Sliding;Butt;None;Yes;Indirect impact;;#DIV/0!;;;;;J129
World Cup;Montreal;2023;2;129;1000m;Men;Solo;No;Semifinals;2;5;No;Quentin;Fercoq;Man;;France;Fall;;1;Turn entrance;Solo;Sliding;Butt;Elbow;Yes;Direct impact;;#DIV/0!;;;;;J133
World Cup;Montreal;2023;2;134;1000m;Women;Solo;No;Final B;None;5;Yes;Michelle;Velzeboer;Woman;;The Netherlands;Fall;;1;Turn entrance;Group;Opponent contact;Hip;None;Yes;Direct impact;;#DIV/0!;;;;;J137
World Cup;Montreal;2023;2;134;1000m;Women;Solo;No;Final B;None;5;Yes;Jiyun;Park;Woman;;Korea;Fall;;1;Turn entrance;Group;Opponent fall;Butt;None;Yes;Direct impact;;#DIV/0!;;;;;J137
World Cup;Montreal;2023;2;134;1000m;Women;Solo;No;Final B;None;5;Yes;Courtney;Sarault;Woman;;Canada;Fall;;1;Turn;Group;Skates contact;Hip + elbow;None;Yes;None;;#DIV/0!;;;;;J137
World Cup;Montreal;2023;2;139;2000m;Mixed;Relay;No;Final A;None;4;Yes;No data;No data;Man;;Poland;Fall;;1;Turn;Solo;Sliding;Hip + elbow;None;Yes;Indirect impact;;#DIV/0!;;;;;J143
World Cup;Montreal;2023;2;139;2000m;Mixed;Relay;No;Final A;None;4;Yes;No data;No data;Man;;Italy;Fall;;1;Turn entrance;Solo;Stumbles;Hip;None;Yes;Indirect impact;;#DIV/0!;;;;;J144
World Cup;Montreal;2023;2;139;2000m;Mixed;Relay;No;Final A;None;4;Yes;No data;No data;No data;;China;Fall;;;Turn;Solo;Sliding;Hip + elbow;None;Yes;None;;#DIV/0!;;;;;/
World Cup;Montreal;2023;2;139;2000m;Mixed;Relay;No;Final A;None;4;Yes;No data;No data;No data;;Korea;Fall;;;Turn;Group;Opponent fall;Knee;Hip + elbow;Yes;Direct impact;;#DIV/0!;;;;;/
World Cup;Montreal;2023;2;141;3000m;Women;Relay;No;Semifinals;2;4;Yes;Kamila;Stormowska;Woman;27;Poland;Fall;;None;Straight line;Group;Relay push;Hip + elbow;None;Yes;None;;#DIV/0!;;;;;/
World Cup;Montreal;2023;2;141;3000m;Women;Relay;No;Semifinals;2;4;Yes;Gabriela;Topolska;Woman;33;Poland;Fall;;None;Straight line;Group;Relay push;Knee;Hip;Yes;None;;#DIV/0!;;;;;/
World Cup;Montreal;2023;2;143;5000m;Men;Relay;No;Semifinals;2;4;Yes;No data;No data;Man;;Kazakhstan;Fall;;;Turn entrance;No data;No data;No data;No data;Yes;No data;;#DIV/0!;;;;;/
World Cup;Montreal;2023;3;158;1000m;Women;Solo;Yes;Quarterfinals;3;6;Yes;Mirei;Nakashima;Woman;;Japan;Fall;;None;End of turn;Group;Opponent fall;Abdomen;None;Yes;Direct impact;;#DIV/0!;;;;;J162
World Cup;Montreal;2023;3;158;1000m;Women;Solo;Yes;Quarterfinals;3;6;Yes;Gwendoline;Daudet;Woman;;France;Fall;;1;Turn;Group;Opponent contact;Butt;None;Yes;Indirect impact;;#DIV/0!;;;;;J162
World Cup;Montreal;2023;3;173;1000m;Men;Solo;Yes;Semifinals;2;5;No;Tristan;Navarro;Man;;France;Fall;;None;Straight line;Solo;Stumbles;Butt;None;Yes;None;;#DIV/0!;;;;;/
World Cup;Montreal;2023;3;178;500m;Women;Solo;No;Quarterfinals;3;5;No;Sara Luca;Bacskai;Woman;;Hungary;Fall;;None;Start;Group;Skates contact;Flank;None;No;None;;#DIV/0!;;;;;L186
World Cup;Montreal;2023;3;178;500m;Women;Solo;No;Quarterfinals;3;5;No;Jiyun;Park;Woman;;Korea;Fall;;None;Start;Group;Skates contact;Abdomen;None;No;None;;#DIV/0!;;;;;L186
World Cup;Montreal;2023;3;179;500m;Women;Solo;No;Quarterfinals;4;5;No;Florence;Brunelle;Woman;;Canada;Fall;;None;End of turn;Solo;Stumbles;Hip + elbow;None;Yes;Direct impact;;#DIV/0!;;;;;L188
World Cup;Montreal;2023;3;179;500m;Women;Solo;No;Quarterfinals;4;5;No;Florence;Brunelle;Woman;;Canada;Fall;;None;Straight line;Solo;Sliding;Hip + elbow;None;Yes;None;;#DIV/0!;;;;;L189
World Cup;Montreal;2023;3;179;500m;Women;Solo;No;Quarterfinals;4;5;No;Xinran;Wang;Woman;;China;Fall;;None;Straight line;Group;Opponent fall;Butt;None;Yes;Indirect impact;;#DIV/0!;;;;;L189
World Cup;Montreal;2023;3;179;500m;Women;Solo;No;Quarterfinals;4;5;No;Renee Marie;Steenge;Woman;;Canada;Fall;;None;Straight line;Group;Opponent fall;Butt;None;Yes;;;#DIV/0!;;;;;L189
World Cup;Montreal;2023;3;185;1000m;Women;Solo;No;Quarterfinals;2;5;Yes;Danae;Blais;Woman;;Canada;Fall;;2;End of turn;Group;Opponent contact;Hip + elbow;None;Yes;Indirect impact;;#DIV/0!;;;;;L196
World Cup;Montreal;2023;3;185;1000m;Women;Solo;No;Quarterfinals;2;5;Yes;Yize;Zang;Woman;;China;Fall;;2;End of turn;Group;Opponent fall;Butt;Back;No;None;;#DIV/0!;;;;;L196
World Cup;Montreal;2023;3;194;500m;Men;Solo;No;Semifinals;1;6;No;Pietro;Sighel;Man;;Italy;Fall;;None;Start;Group;Skates contact;Knee;None;No;None;;#DIV/0!;;;;;L206
World Cup;Montreal;2023;3;194;500m;Men;Solo;No;Semifinals;1;6;No;Michal;Niewinski;Man;;Poland;Fall;;None;Start;Group;Opponent fall;Hip + elbow;None;No;None;;#DIV/0!;;;;;L206
World Cup;Montreal;2023;3;150;500m;Men;Solo;Yes;Quarterfinals;3;5;Yes;Maxime;Laoun;Man;;Canada;Fall;;2;End of turn;Group;Blocked/pushed;Butt;None;Yes;None;;#DIV/0!;;;;;J154
World Cup;Montreal;2023;3;150;500m;Men;Solo;Yes;Quarterfinals;3;5;Yes;Ward;Petre;Man;;Belgium;Fall;;2;End of turn;Group;Opponent fall;Flank;Back;Yes;Direct impact;;#DIV/0!;;;;;J154
World Cup;Montreal;2023;3;150;500m;Men;Solo;Yes;Quarterfinals;3;5;Yes;Marcus;Howard;Man;;USA;Fall;;2;End of turn;Group;Opponent contact;Butt;None;Yes;Direct impact;;#DIV/0!;;;;;J154
World Cup;Montreal;2023;3;154;500m;Men;Solo;Yes;Quarterfinals;7;4;No;Murat;Tahtaci;Man;;Turkiye;Fall;;2;End of turn;Solo;Sliding;Hip;None;Yes;None;;#DIV/0!;;;;;J159
World Cup;Montreal;2023;3;161;1000m;Men;Solo;Yes;Quarterfinals;2;6;No;Liam;O Brien;Man;;Irlande;Fall;;1;Turn;Solo;Sliding;Hip + elbow;None;Yes;Indirect impact;;#DIV/0!;;;;;J164
World Cup;Montreal;2023;3;161;1000m;Men;Solo;Yes;Quarterfinals;2;6;No;Sebastian Fidel;Lencinas;Man;;Argentina;Fall;;None;Straight line;Group;Opponent contact;Butt;None;Yes;No data;;#DIV/0!;;;;;J164
World Cup;Montreal;2023;3;162;1000m;Men;Solo;Yes;Quarterfinals;3;6;Yes;Lorenzo;Previtali;Man;;Italy;Fall;;1;Turn entrance;Group;Opponent fall;Butt;None;Yes;Direct impact;;#DIV/0!;;;;;J165
World Cup;Montreal;2023;3;162;1000m;Men;Solo;Yes;Quarterfinals;3;6;Yes;Andrew;Heo;Man;;USA;Fall;;1;Turn entrance;Group;Opponent contact;Hip + elbow;None;Yes;None;;#DIV/0!;;;;;J165
World Cup;Montreal;2023;3;163;1000m;Men;Solo;Yes;Quarterfinals;4;6;No;Zdenek;Sejpal;Man;;Czech Republic;Fall;;1;Turn;Solo;Sliding;Hip;None;Yes;Indirect impact;;#DIV/0!;;;;;J166
